Region,Country,Item Type
Central America and the Caribbean,Saint Vincent and the Grenadines,Cereal
Europe,Austria,Cereal
Asia,Tajikistan,Household
Sub-Saharan Africa,Swaziland,Personal Care
Sub-Saharan Africa,Eritrea,Household
Sub-Saharan Africa,Central African Republic,Personal Care
Middle East and North Africa,Israel,Baby Food
Europe,Switzerland,Meat
Europe,Ireland,Personal Care
Europe,Ireland,Personal Care
Europe,Spain,Snacks
Central America and the Caribbean,Haiti,Household
Australia and Oceania,Samoa ,Cosmetics
Sub-Saharan Africa,Ethiopia,Vegetables
Europe,San Marino,Office Supplies
Central America and the Caribbean,El Salvador,Cosmetics
Australia and Oceania,Kiribati,Personal Care
Middle East and North Africa,Libya,Cosmetics
Europe,United Kingdom,Baby Food
Sub-Saharan Africa,South Sudan,Vegetables
Sub-Saharan Africa,Benin,Baby Food
Middle East and North Africa,Bahrain,Fruits
Asia,Japan,Household
Sub-Saharan Africa,Seychelles ,Office Supplies
Central America and the Caribbean,Belize,Clothes
Asia,Cambodia,Snacks
Europe,Monaco,Clothes
Australia and Oceania,Federated States of Micronesia,Meat
Asia,Kyrgyzstan,Baby Food
Middle East and North Africa,Israel,Baby Food
Asia,Tajikistan,Office Supplies
North America,Mexico,Snacks
North America,Greenland,Beverages
Asia,Laos,Cereal
Europe,Slovenia,Baby Food
Asia,Kyrgyzstan,Clothes
Europe,Lithuania,Snacks
Asia,Malaysia,Vegetables
Australia and Oceania,Palau,Meat
Sub-Saharan Africa,Togo,Vegetables
Asia,Mongolia,Snacks
Central America and the Caribbean,Grenada,Beverages
Australia and Oceania,Kiribati,Vegetables
Europe,Russia,Beverages
Australia and Oceania,New Zealand,Fruits
Asia,Kyrgyzstan,Baby Food
Sub-Saharan Africa,Mozambique,Household
Middle East and North Africa,Iraq,Personal Care
Europe,Poland,Fruits
Sub-Saharan Africa,Sierra Leone,Snacks
Asia,India,Household
Europe,Moldova ,Household
Australia and Oceania,Papua New Guinea,Cereal
Europe,Macedonia,Clothes
Australia and Oceania,Nauru,Personal Care
Central America and the Caribbean,Nicaragua,Vegetables
Sub-Saharan Africa,Uganda,Beverages
Asia,Tajikistan,Clothes
Asia,Bhutan,Household
Middle East and North Africa,Israel,Snacks
Sub-Saharan Africa,Burkina Faso,Baby Food
Europe,Ireland,Fruits
Central America and the Caribbean,El Salvador,Cereal
Europe,Sweden,Office Supplies
Sub-Saharan Africa,Cameroon,Personal Care
Central America and the Caribbean,Guatemala,Office Supplies
Asia,Thailand,Cereal
Australia and Oceania,Tuvalu,Cosmetics
Europe,Finland,Snacks
Middle East and North Africa,Libya,Office Supplies
Asia,Bhutan,Snacks
Asia,South Korea,Meat
Asia,North Korea,Beverages
Central America and the Caribbean,Dominica,Meat
Central America and the Caribbean,Saint Kitts and Nevis ,Household
Asia,Nepal,Office Supplies
Middle East and North Africa,Morocco,Cosmetics
Asia,Vietnam,Beverages
Europe,Monaco,Household
Europe,Vatican City,Vegetables
Middle East and North Africa,Somalia,Snacks
Europe,Belarus,Snacks
Sub-Saharan Africa,Madagascar,Cosmetics
Sub-Saharan Africa,Ethiopia,Vegetables
North America,Canada,Beverages
Europe,Montenegro,Office Supplies
Asia,Turkmenistan,Fruits
Middle East and North Africa,Egypt,Household
Europe,Sweden,Beverages
Australia and Oceania,Tonga,Cereal
Sub-Saharan Africa,Nigeria,Vegetables
Middle East and North Africa,Kuwait,Personal Care
Central America and the Caribbean,The Bahamas,Snacks
Europe,Finland,Snacks
Europe,Finland,Meat
Middle East and North Africa,Saudi Arabia,Fruits
Asia,Singapore,Baby Food
Sub-Saharan Africa,Zimbabwe,Baby Food
Asia,India,Beverages
Sub-Saharan Africa,Cape Verde,Baby Food
North America,Mexico,Personal Care
Asia,Sri Lanka,Snacks
Europe,Croatia,Beverages
Australia and Oceania,Samoa ,Beverages
Europe,Armenia,Snacks
Europe,Denmark,Office Supplies
Central America and the Caribbean,Guatemala,Household
Europe,Slovakia,Fruits
Sub-Saharan Africa,Cote d'Ivoire,Beverages
Australia and Oceania,Tonga,Cereal
Europe,Bulgaria,Meat
Central America and the Caribbean,Panama,Vegetables
Europe,Austria,Cereal
Europe,Serbia,Cereal
Sub-Saharan Africa,Namibia,Office Supplies
Sub-Saharan Africa,Namibia,Fruits
Europe,Hungary,Household
Middle East and North Africa,Pakistan,Meat
Central America and the Caribbean,Costa Rica,Clothes
Europe,Russia,Fruits
Europe,Iceland,Household
Central America and the Caribbean,Honduras,Personal Care
Australia and Oceania,Marshall Islands,Snacks
Australia and Oceania,Papua New Guinea,Personal Care
Sub-Saharan Africa,Comoros,Office Supplies
Asia,Malaysia,Household
Europe,France,Household
Sub-Saharan Africa,Cote d'Ivoire,Office Supplies
Sub-Saharan Africa,Lesotho,Cosmetics
Australia and Oceania,Tuvalu,Beverages
Middle East and North Africa,Kuwait,Personal Care
Middle East and North Africa,Azerbaijan,Baby Food
Asia,Bhutan,Cosmetics
Sub-Saharan Africa,Kenya,Meat
Sub-Saharan Africa,Tanzania,Snacks
Sub-Saharan Africa,Angola,Household
Sub-Saharan Africa,Kenya,Meat
Sub-Saharan Africa,Rwanda,Household
Sub-Saharan Africa,Rwanda,Personal Care
Central America and the Caribbean,Saint Lucia,Office Supplies
Europe,Switzerland,Office Supplies
Central America and the Caribbean,El Salvador,Personal Care
Europe,Poland,Cereal
Europe,Ukraine,Personal Care
Central America and the Caribbean,Grenada,Fruits
Europe,Montenegro,Personal Care
Asia,Turkmenistan,Meat
Sub-Saharan Africa,Burkina Faso,Office Supplies
Europe,Romania,Cereal
Sub-Saharan Africa,Guinea-Bissau,Snacks
Europe,Armenia,Cereal
North America,Greenland,Cereal
Europe,Sweden,Fruits
Asia,Cambodia,Meat
Europe,Bulgaria,Cereal
Europe,Switzerland,Snacks
Asia,Thailand,Snacks
Central America and the Caribbean,Barbados,Snacks
Central America and the Caribbean,Jamaica,Household
Australia and Oceania,Tuvalu,Snacks
Sub-Saharan Africa,Equatorial Guinea,Fruits
Sub-Saharan Africa,Namibia,Cereal
Central America and the Caribbean,Nicaragua,Cereal
Europe,Italy,Office Supplies
Sub-Saharan Africa,Equatorial Guinea,Meat
Middle East and North Africa,Morocco,Office Supplies
Sub-Saharan Africa,Equatorial Guinea,Meat
Asia,Sri Lanka,Household
North America,Mexico,Beverages
Asia,Thailand,Cosmetics
Europe,Finland,Fruits
Central America and the Caribbean,Barbados,Snacks
Central America and the Caribbean,The Bahamas,Clothes
Australia and Oceania,Samoa ,Office Supplies
Sub-Saharan Africa,Seychelles ,Office Supplies
Middle East and North Africa,Algeria,Fruits
Middle East and North Africa,Israel,Cosmetics
Middle East and North Africa,Azerbaijan,Office Supplies
Sub-Saharan Africa,Central African Republic,Vegetables
Europe,Austria,Beverages
Sub-Saharan Africa,Namibia,Vegetables
Asia,Nepal,Office Supplies
Middle East and North Africa,Turkey,Cosmetics
Europe,Iceland,Fruits
Sub-Saharan Africa,Togo,Personal Care
Middle East and North Africa,Iraq,Household
Australia and Oceania,Marshall Islands,Cosmetics
Sub-Saharan Africa,Mauritania,Office Supplies
Sub-Saharan Africa,Mali,Cereal
Sub-Saharan Africa,Mozambique,Fruits
Middle East and North Africa,Bahrain,Office Supplies
Asia,Brunei,Personal Care
Australia and Oceania,Federated States of Micronesia,Baby Food
Europe,Monaco,Personal Care
Europe,Denmark,Vegetables
Europe,Italy,Cereal
Sub-Saharan Africa,Equatorial Guinea,Household
Europe,Luxembourg,Clothes
Sub-Saharan Africa,Nigeria,Baby Food
Europe,Czech Republic,Baby Food
Central America and the Caribbean,Costa Rica,Cosmetics
Middle East and North Africa,Iran,Baby Food
Asia,Sri Lanka,Clothes
Middle East and North Africa,Tunisia ,Personal Care
Sub-Saharan Africa,South Africa,Snacks
Asia,Taiwan,Meat
North America,Greenland,Household
Central America and the Caribbean,Barbados,Cereal
Asia,India,Snacks
Central America and the Caribbean,Saint Vincent and the Grenadines,Personal Care
Europe,Vatican City,Baby Food
Sub-Saharan Africa,Benin,Clothes
Europe,Poland,Office Supplies
Middle East and North Africa,Iran,Vegetables
Europe,Slovenia,Cereal
Australia and Oceania,Samoa ,Clothes
Central America and the Caribbean,Barbados,Clothes
Asia,Sri Lanka,Cereal
Sub-Saharan Africa,Nigeria,Baby Food
Sub-Saharan Africa,Sudan,Vegetables
Sub-Saharan Africa,Gabon,Cereal
Sub-Saharan Africa,Sao Tome and Principe,Baby Food
Australia and Oceania,Papua New Guinea,Baby Food
Sub-Saharan Africa,Mali,Household
Europe,Moldova ,Household
Sub-Saharan Africa,Malawi,Vegetables
Europe,Belarus,Office Supplies
Middle East and North Africa,Afghanistan,Baby Food
Australia and Oceania,Vanuatu,Personal Care
Europe,Ireland,Vegetables
Middle East and North Africa,Morocco,Vegetables
Europe,Bulgaria,Personal Care
Sub-Saharan Africa,South Africa,Fruits
Australia and Oceania,Tonga,Cereal
Asia,Uzbekistan,Baby Food
Sub-Saharan Africa,Chad,Personal Care
Europe,Norway,Clothes
Asia,China,Beverages
Europe,Russia,Household
Sub-Saharan Africa,Equatorial Guinea,Vegetables
Asia,Vietnam,Vegetables
Sub-Saharan Africa,Togo,Baby Food
Central America and the Caribbean,Jamaica,Meat
Sub-Saharan Africa,Mauritania,Snacks
Europe,Georgia,Fruits
Asia,China,Personal Care
Asia,Bangladesh,Clothes
Europe,Estonia,Meat
Europe,Slovenia,Clothes
Sub-Saharan Africa,Malawi,Snacks
Asia,Bangladesh,Household
Sub-Saharan Africa,Democratic Republic of the Congo,Meat
Australia and Oceania,Palau,Beverages
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal
Asia,Kazakhstan,Office Supplies
Europe,Greece,Baby Food
Middle East and North Africa,Egypt,Cereal
Australia and Oceania,Marshall Islands,Office Supplies
Europe,Vatican City,Fruits
Sub-Saharan Africa,Botswana,Fruits
Europe,Vatican City,Office Supplies
Asia,Sri Lanka,Cosmetics
Sub-Saharan Africa,Sao Tome and Principe,Office Supplies
Asia,South Korea,Meat
Europe,Moldova ,Cereal
Central America and the Caribbean,Barbados,Meat
Europe,Monaco,Cereal
Australia and Oceania,East Timor,Beverages
Europe,Belarus,Meat
Sub-Saharan Africa,Cape Verde,Personal Care
Sub-Saharan Africa,Burkina Faso,Office Supplies
Sub-Saharan Africa,Burkina Faso,Clothes
Europe,United Kingdom,Household
Australia and Oceania,Australia,Clothes
Australia and Oceania,Tuvalu,Clothes
Sub-Saharan Africa,Cote d'Ivoire,Fruits
Europe,Ukraine,Beverages
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal
Sub-Saharan Africa,Guinea,Fruits
Europe,Romania,Personal Care
Sub-Saharan Africa,Cameroon,Meat
Middle East and North Africa,United Arab Emirates,Beverages
Europe,Monaco,Cereal
Europe,Cyprus,Baby Food
Europe,Montenegro,Meat
Middle East and North Africa,Kuwait,Office Supplies
Europe,Ireland,Personal Care
Sub-Saharan Africa,Burundi,Household
Middle East and North Africa,Iraq,Fruits
Sub-Saharan Africa,Nigeria,Snacks
Asia,Cambodia,Beverages
Australia and Oceania,Palau,Snacks
Europe,Cyprus,Beverages
Central America and the Caribbean,Guatemala,Vegetables
Sub-Saharan Africa,The Gambia,Fruits
Central America and the Caribbean,Belize,Clothes
Middle East and North Africa,Turkey,Clothes
Sub-Saharan Africa,Uganda,Cosmetics
Australia and Oceania,Vanuatu,Beverages
Sub-Saharan Africa,Zambia,Personal Care
Europe,Liechtenstein,Baby Food
Asia,Uzbekistan,Personal Care
Middle East and North Africa,Afghanistan,Baby Food
Europe,Ireland,Personal Care
Middle East and North Africa,Bahrain,Clothes
Sub-Saharan Africa,Chad,Clothes
Central America and the Caribbean,Honduras,Snacks
Europe,Liechtenstein,Baby Food
Australia and Oceania,Marshall Islands,Office Supplies
Asia,Cambodia,Beverages
Sub-Saharan Africa,Mali,Meat
Europe,Greece,Beverages
Middle East and North Africa,Afghanistan,Baby Food
Europe,Slovakia,Fruits
Asia,Thailand,Office Supplies
Sub-Saharan Africa,Cameroon,Clothes
Middle East and North Africa,Iraq,Beverages
Europe,Ukraine,Cereal
Australia and Oceania,Tonga,Personal Care
Sub-Saharan Africa,Guinea-Bissau,Personal Care
Europe,Poland,Fruits
Europe,Switzerland,Meat
Sub-Saharan Africa,Kenya,Office Supplies
Asia,China,Household
Europe,Ireland,Fruits
Sub-Saharan Africa,South Africa,Clothes
Australia and Oceania,East Timor,Baby Food
Sub-Saharan Africa,Sao Tome and Principe,Fruits
Europe,France,Fruits
Asia,Brunei,Cosmetics
Sub-Saharan Africa,Mozambique,Personal Care
Sub-Saharan Africa,Angola,Meat
Sub-Saharan Africa,Kenya,Fruits
Europe,Estonia,Snacks
Sub-Saharan Africa,Sudan,Office Supplies
Sub-Saharan Africa,Senegal,Household
Asia,Malaysia,Household
Middle East and North Africa,Turkey,Cereal
Europe,Switzerland,Household
Sub-Saharan Africa,Nigeria,Baby Food
Central America and the Caribbean,Panama,Household
Middle East and North Africa,Bahrain,Baby Food
Asia,Sri Lanka,Personal Care
Asia,India,Personal Care
Sub-Saharan Africa,South Africa,Vegetables
Europe,San Marino,Beverages
Asia,Myanmar,Office Supplies
Sub-Saharan Africa,Mozambique,Snacks
Middle East and North Africa,Jordan,Cereal
Central America and the Caribbean,Grenada,Baby Food
Sub-Saharan Africa,Sao Tome and Principe,Vegetables
Central America and the Caribbean,Jamaica,Snacks
Asia,Bangladesh,Cereal
Australia and Oceania,Marshall Islands,Office Supplies
Sub-Saharan Africa,Mali,Household
Sub-Saharan Africa,Sao Tome and Principe,Snacks
Sub-Saharan Africa,Chad,Office Supplies
Sub-Saharan Africa,Togo,Personal Care
Europe,Germany,Office Supplies
Sub-Saharan Africa,Tanzania,Cereal
Sub-Saharan Africa,Comoros,Meat
Sub-Saharan Africa,Swaziland,Meat
Australia and Oceania,Australia,Baby Food
Middle East and North Africa,Iran,Clothes
Europe,Macedonia,Vegetables
Europe,Bulgaria,Office Supplies
Sub-Saharan Africa,Swaziland,Personal Care
Asia,Myanmar,Cereal
Middle East and North Africa,Syria,Vegetables
Central America and the Caribbean,Belize,Household
Sub-Saharan Africa,Botswana,Vegetables
Asia,North Korea,Fruits
Central America and the Caribbean,Dominican Republic,Household
Asia,Maldives,Office Supplies
Sub-Saharan Africa,Burkina Faso,Meat
Europe,Poland,Personal Care
Sub-Saharan Africa,Seychelles ,Meat
Middle East and North Africa,Saudi Arabia,Snacks
Europe,Croatia,Fruits
Sub-Saharan Africa,Democratic Republic of the Congo,Cosmetics
Europe,Romania,Cereal
Europe,Poland,Fruits
Australia and Oceania,Tonga,Beverages
Middle East and North Africa,Syria,Vegetables
Sub-Saharan Africa,Mali,Household
Asia,Uzbekistan,Clothes
Asia,Philippines,Household
Europe,Montenegro,Fruits
Europe,Belarus,Vegetables
Sub-Saharan Africa,Cape Verde,Personal Care
Asia,Kyrgyzstan,Clothes
Sub-Saharan Africa,Chad,Cosmetics
Europe,Denmark,Meat
Europe,Vatican City,Cereal
Europe,Andorra,Fruits
Europe,Poland,Fruits
Europe,Czech Republic,Fruits
Asia,Kazakhstan,Vegetables
Middle East and North Africa,Algeria,Meat
Asia,Nepal,Clothes
Sub-Saharan Africa,Burundi,Snacks
Central America and the Caribbean,Saint Vincent and the Grenadines,Personal Care
Asia,Nepal,Clothes
Asia,China,Snacks
Sub-Saharan Africa,Mauritania,Meat
Sub-Saharan Africa,Gabon,Cereal
Europe,Switzerland,Cosmetics
Central America and the Caribbean,Saint Vincent and the Grenadines,Snacks
Asia,Taiwan,Office Supplies
Sub-Saharan Africa,The Gambia,Cereal
Sub-Saharan Africa,Mali,Beverages
Europe,Italy,Snacks
Asia,Bangladesh,Beverages
Asia,Malaysia,Clothes
Europe,Italy,Vegetables
Central America and the Caribbean,Nicaragua,Cosmetics
Sub-Saharan Africa,South Sudan,Baby Food
Asia,Singapore,Fruits
Central America and the Caribbean,Trinidad and Tobago,Meat
Sub-Saharan Africa,Madagascar,Baby Food
Middle East and North Africa,Afghanistan,Cereal
Middle East and North Africa,Turkey,Beverages
Asia,India,Clothes
Europe,Armenia,Personal Care
Middle East and North Africa,Oman,Vegetables
Australia and Oceania,Fiji,Beverages
Sub-Saharan Africa,Uganda,Vegetables
Europe,Sweden,Baby Food
Europe,Spain,Beverages
North America,Mexico,Meat
Sub-Saharan Africa,Cameroon,Vegetables
Sub-Saharan Africa,Seychelles ,Household
Europe,Kosovo,Cosmetics
Europe,Spain,Snacks
Sub-Saharan Africa,Lesotho,Baby Food
Sub-Saharan Africa,The Gambia,Clothes
Europe,Bosnia and Herzegovina,Cosmetics
Middle East and North Africa,Kuwait,Cereal
Central America and the Caribbean,Haiti,Personal Care
Central America and the Caribbean,Guatemala,Vegetables
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics
Asia,Kazakhstan,Household
Central America and the Caribbean,Barbados,Office Supplies
Sub-Saharan Africa,Mauritania,Snacks
Sub-Saharan Africa,Mali,Meat
Europe,Poland,Personal Care
Asia,North Korea,Meat
Sub-Saharan Africa,Kenya,Vegetables
Middle East and North Africa,Oman,Fruits
Sub-Saharan Africa,Niger,Cosmetics
Europe,Serbia,Cosmetics
Sub-Saharan Africa,Zimbabwe,Baby Food
Europe,Albania,Household
Central America and the Caribbean,Cuba,Personal Care
Middle East and North Africa,United Arab Emirates,Household
Central America and the Caribbean,Jamaica,Fruits
Europe,Iceland,Baby Food
Asia,Singapore,Cosmetics
Sub-Saharan Africa,Liberia,Cosmetics
Europe,Croatia,Cosmetics
Australia and Oceania,Kiribati,Office Supplies
Sub-Saharan Africa,Mauritania,Baby Food
Europe,Serbia,Snacks
Europe,Kosovo,Baby Food
Europe,Greece,Fruits
Asia,Sri Lanka,Vegetables
Sub-Saharan Africa,Eritrea,Cereal
Middle East and North Africa,United Arab Emirates,Beverages
Asia,South Korea,Personal Care
Europe,Liechtenstein,Office Supplies
Australia and Oceania,Samoa ,Beverages
Europe,Denmark,Cosmetics
Europe,Moldova ,Clothes
Asia,Philippines,Meat
Central America and the Caribbean,Dominica,Personal Care
Asia,Bhutan,Cereal
Sub-Saharan Africa,Sudan,Snacks
Central America and the Caribbean,Guatemala,Household
Australia and Oceania,Tonga,Office Supplies
Sub-Saharan Africa,Central African Republic,Clothes
Sub-Saharan Africa,Mozambique,Cosmetics
Europe,Czech Republic,Vegetables
Central America and the Caribbean,Belize,Personal Care
Sub-Saharan Africa,Malawi,Vegetables
Central America and the Caribbean,Trinidad and Tobago,Baby Food
Sub-Saharan Africa,Botswana,Personal Care
Sub-Saharan Africa,The Gambia,Vegetables
Sub-Saharan Africa,Djibouti,Fruits
Sub-Saharan Africa,Madagascar,Office Supplies
Asia,Japan,Personal Care
Australia and Oceania,Federated States of Micronesia,Clothes
Sub-Saharan Africa,Tanzania,Personal Care
Central America and the Caribbean,Saint Kitts and Nevis ,Clothes
Sub-Saharan Africa,Rwanda,Clothes
North America,United States of America,Fruits
Sub-Saharan Africa,Cape Verde,Meat
Central America and the Caribbean,El Salvador,Cereal
Europe,Slovakia,Cereal
Australia and Oceania,Palau,Beverages
North America,Canada,Office Supplies
Asia,Maldives,Snacks
Europe,Ireland,Baby Food
Central America and the Caribbean,Guatemala,Beverages
Sub-Saharan Africa,Mozambique,Vegetables
Europe,Serbia,Cereal
Australia and Oceania,Australia,Personal Care
Sub-Saharan Africa,South Sudan,Household
Australia and Oceania,Papua New Guinea,Personal Care
Middle East and North Africa,Oman,Baby Food
Europe,United Kingdom,Cereal
Middle East and North Africa,Iraq,Fruits
Europe,Ireland,Office Supplies
Sub-Saharan Africa,Cape Verde,Baby Food
Central America and the Caribbean,Dominican Republic,Clothes
Australia and Oceania,East Timor,Snacks
Europe,Poland,Baby Food
Europe,Bulgaria,Cereal
